id,nearc2,nearc4,educ,age,fatheduc,motheduc,weight,momdad14,sinmom14,step14,reg661,reg662,reg663,reg664,reg665,reg666,reg667,reg668,reg669,south66,black,smsa,south,smsa66,wage,enroll,kww,iq,married,libcrd14,exper,lwage
894,0,0,14,24,12,12,318670,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,337,0,32,121,6,1,4,5.820083
895,0,0,12,27,12,12,422310,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,725,0,33,100,1,1,9,6.586172
897,0,0,13,25,12,12,318670,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,440,0,27,109,1,1,6,6.086775
899,0,0,16,27,8,8,327808,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,641,0,38,122,1,0,5,6.463029
900,0,0,12,28,8,11,422310,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,375,0,26,102,6,0,10,5.926926
901,0,0,12,25,,,456151,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,481,0,34,131,1,1,7,6.175867
902,0,0,14,29,10,8,551690,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,925,0,38,122,1,0,9,6.829794
904,0,0,12,26,12,12,422310,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,514,0,,,4,1,8,6.242223
905,0,0,12,33,10,10,453563,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1065,0,38,105,1,0,15,6.97073
908,0,0,12,28,,10,327808,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,638,0,36,103,1,1,10,6.458338
909,0,0,12,32,9,9,316862,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,739,0,37,113,1,1,14,6.605298
910,0,0,12,26,12,8,327808,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,493,0,34,104,1,0,8,6.200509
911,0,0,10,24,12,9,318670,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,650,0,26,,1,0,8,6.476973
912,0,0,7,31,5,8,428238,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,308,0,33,,4,0,18,5.7301
913,0,0,16,30,11,9,551690,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,629,0,43,124,1,1,8,6.444131
914,0,0,13,28,8,12,422310,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,409,0,31,110,1,1,9,6.013715
915,0,0,18,33,,,408207,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,600,0,39,112,6,1,9,6.39693
916,0,0,12,28,11,12,422310,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,745,0,34,104,1,1,10,6.613384
917,0,0,17,31,,,551690,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,625,1,37,96,1,1,8,6.437752
919,0,0,12,29,12,12,475820,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,549,0,37,95,1,1,11,6.308098
920,0,0,15,24,12,12,354077,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,326,1,32,95,6,1,3,5.786897
921,0,0,9,26,7,,327808,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,258,0,20,,1,1,11,5.552959
924,0,1,12,26,12,12,380166,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,875,0,40,103,1,1,8,6.774224
925,0,1,12,25,12,12,369567,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,639,0,48,116,1,1,7,6.459905
927,0,1,11,33,7,7,316862,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,667,0,37,,1,1,16,6.50279
928,0,1,14,29,12,12,428238,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,504,0,45,95,1,1,9,6.222576
929,0,1,17,25,12,12,318670,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,313,1,38,101,6,1,2,5.746203
931,0,1,18,27,,12,422310,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1010,0,44,,1,1,3,6.917706
932,0,1,10,33,8,9,408207,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,34,,1,1,17,6.907755
933,0,1,16,28,,18,422310,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,721,0,39,120,1,1,6,6.580639
935,0,1,12,27,8,8,422310,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,785,0,39,102,1,0,9,6.665684
936,0,1,12,34,8,12,77455,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,546,0,39,105,1,1,16,6.302619
938,0,1,12,25,8,8,77897,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,828,0,28,103,4,1,7,6.719013
939,0,1,12,25,10,10,77897,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,159,0,30,94,1,1,7,5.068904
940,0,1,10,27,10,6,94700,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,700,0,22,,1,0,11,6.55108
941,0,1,13,28,10,12,327808,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,721,0,36,102,1,0,9,6.580639
942,0,1,12,24,10,12,318670,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,304,0,14,,1,1,6,5.717028
944,0,1,16,25,12,16,318670,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,553,0,31,112,6,1,3,6.315358
945,0,1,14,26,7,6,327808,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,542,0,35,101,1,1,6,6.295266
947,0,1,16,24,12,12,318670,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,509,0,30,121,1,1,2,6.232448
948,0,1,16,24,12,12,312925,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,385,0,40,105,1,1,2,5.953243
949,1,0,12,32,10,8,367470,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1442,0,42,96,1,1,14,7.273787
951,1,0,16,32,14,14,408301,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,879,0,45,128,1,1,10,6.778785
953,1,0,13,24,16,14,369567,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1000,0,37,,6,1,5,6.907755
954,1,0,12,28,12,9,380166,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,863,0,26,110,1,0,10,6.760415
956,1,0,12,27,11,12,367772,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,740,0,32,92,1,1,9,6.60665
957,1,0,12,34,,,355491,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,889,0,39,87,1,1,16,6.790097
958,1,0,15,29,9,10,480445,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,458,1,34,126,1,1,8,6.126869
961,0,1,12,34,,9,367470,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,450,0,34,98,1,1,16,6.109248
963,0,1,12,34,,,408301,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,700,0,39,103,1,1,16,6.55108
965,0,1,14,33,8,12,367470,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,744,0,49,122,1,1,13,6.612041
967,0,1,16,32,12,11,408207,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,889,0,43,109,1,1,10,6.790097
969,0,1,18,32,12,12,408207,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,692,0,37,125,1,1,8,6.539586
971,0,1,18,33,12,12,316862,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,604,0,38,119,1,0,9,6.403574
972,0,1,18,30,,14,551690,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,625,0,42,97,1,1,6,6.437752
973,0,1,14,33,8,12,408207,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,746,0,36,103,1,1,13,6.614726
974,0,1,18,33,8,16,408207,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,726,0,42,95,1,1,9,6.58755
975,0,1,12,30,8,10,612989,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,560,0,40,99,1,1,12,6.327937
976,0,1,12,26,12,10,422310,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,424,0,31,106,1,1,8,6.049734
977,0,1,12,26,,12,422310,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,400,0,33,117,1,1,8,5.991465
978,0,1,14,26,12,12,422310,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,250,0,40,112,5,1,6,5.521461
979,0,1,13,26,8,12,422310,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,646,0,30,136,1,1,7,6.470799
980,0,1,12,24,12,12,318670,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,598,0,35,,1,1,6,6.393591
981,0,1,12,27,8,8,327808,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1000,0,33,110,5,1,9,6.907755
983,1,1,12,28,12,13,422310,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,528,0,26,111,1,1,10,6.269096
984,1,1,12,26,12,13,422310,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,481,0,32,115,4,1,8,6.175867
985,1,1,12,33,6,12,408207,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,850,0,47,90,1,1,15,6.745236
986,1,1,14,30,,,428238,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,506,0,45,98,1,1,10,6.226537
987,1,1,12,29,8,8,428238,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,512,0,41,106,1,0,11,6.238325
988,1,1,11,26,,9,364232,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,220,0,20,,6,0,9,5.393628
989,1,1,16,24,,,118599,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,154,1,38,,6,1,2,5.036952
990,1,1,12,31,11,12,134858,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,240,0,44,95,1,1,13,5.480639
991,1,1,12,28,11,12,103231,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,557,0,43,115,1,1,10,6.322565
996,1,1,15,27,12,12,327808,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,500,0,40,106,6,0,6,6.214608
997,1,1,16,26,,,327808,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,372,0,34,102,1,1,4,5.918894
998,1,1,10,25,8,8,312925,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,350,0,26,91,5,0,9,5.857933
999,1,1,12,26,8,8,327808,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,584,0,26,114,1,0,8,6.369901
1004,1,1,13,26,10,12,327808,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,515,0,34,92,5,1,7,6.244167
1006,0,0,12,29,,,428238,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,390,0,43,111,5,1,11,5.966147
1008,0,0,16,25,12,12,318670,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,280,0,34,111,4,1,3,5.634789
1009,0,0,12,33,,12,316862,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,690,0,38,,1,1,15,6.536692
1010,0,0,12,26,,12,327808,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,30,96,1,1,8,5.703783
1011,0,0,17,27,12,13,327808,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,635,0,36,119,1,1,4,6.453625
1012,0,0,13,26,12,13,327808,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,342,0,32,85,1,1,7,5.834811
1013,0,0,16,26,12,12,327808,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,505,0,34,98,1,1,4,6.224558
1014,0,0,13,24,12,12,318670,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,356,0,30,114,1,1,5,5.874931
1015,0,0,12,33,,,352069,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,262,0,39,79,1,1,15,5.568345
1017,0,0,10,32,,,316862,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,30,,1,1,16,5.991465
1020,0,0,13,29,16,16,475820,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,740,0,42,108,1,1,10,6.60665
1021,0,0,12,34,8,12,316862,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,342,0,,,1,1,16,5.834811
1023,0,0,15,29,8,12,428238,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,276,0,39,121,6,1,8,5.620401
1024,0,0,9,24,10,12,318670,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,427,1,36,,6,1,9,6.056784
1026,0,0,12,25,12,,312925,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,239,0,40,117,1,0,7,5.476463
1027,0,0,13,24,12,,312925,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,385,0,21,,1,0,5,5.953243
1028,0,0,12,29,4,8,475820,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,350,0,32,107,1,0,11,5.857933
1030,0,0,12,29,,,551690,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,599,1,40,103,1,1,11,6.395262
1031,0,0,15,31,10,12,612989,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,750,0,45,105,1,1,10,6.620073
1033,0,0,16,33,12,9,316862,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,692,0,41,105,1,1,11,6.539586
1034,0,0,12,34,12,14,316862,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,43,88,1,1,16,4.990433
1036,1,1,12,26,12,10,364232,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,280,0,34,96,1,1,8,5.634789
1037,1,1,18,32,,7,316862,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,769,0,46,105,1,1,8,6.645091
1038,1,1,13,32,7,12,316862,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1010,0,41,,4,0,13,6.917706
1040,1,1,14,26,16,14,327808,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,517,0,34,100,1,1,6,6.248043
1041,1,1,16,26,16,14,327808,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,400,0,43,116,6,1,4,5.991465
1046,1,1,12,25,12,10,318670,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,375,0,22,86,1,1,7,5.926926
1047,0,1,12,31,12,10,551690,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,596,0,27,88,1,1,13,6.390241
1049,0,1,7,31,,,475820,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,350,0,34,,1,0,18,5.857933
1050,0,1,11,33,,,316862,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,417,0,34,97,1,1,16,6.033086
1051,0,1,16,29,,12,428238,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,338,0,43,112,5,1,7,5.823046
1052,0,1,18,26,18,14,327808,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,481,0,35,125,6,1,2,6.175867
1053,0,1,12,28,11,11,327808,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,12,,1,1,10,6.214608
1054,0,1,12,27,,,327808,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,305,0,37,,4,1,9,5.720312
1056,0,1,10,34,9,,316862,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,450,0,31,84,1,1,18,6.109248
1058,1,1,16,29,14,12,484311,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,769,0,45,117,1,1,7,6.645091
1059,1,1,16,26,14,12,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,721,0,42,110,6,1,4,6.580639
1060,1,1,13,29,,9,484311,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1000,0,32,104,1,1,10,6.907755
1062,1,1,14,30,12,12,484311,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,625,0,35,101,1,1,10,6.437752
1063,1,1,16,26,12,11,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,817,0,33,99,1,1,4,6.705639
1064,1,1,12,34,8,,358351,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,377,0,35,87,1,1,16,5.932245
1067,1,1,12,33,,,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,708,0,43,101,1,0,15,6.562444
1068,1,1,14,24,12,12,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,411,0,31,117,1,1,4,6.018593
1070,1,1,13,32,,,358351,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1339,0,41,108,1,1,13,7.199678
1071,1,1,12,34,,1,358351,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,716,0,42,,1,0,16,6.57368
1075,1,1,10,32,,9,141996,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,192,0,37,86,4,1,16,5.257495
1076,1,1,16,32,8,,141996,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,797,0,43,,6,0,10,6.680855
1077,1,1,16,34,10,10,141996,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,924,0,33,69,1,1,12,6.828712
1078,1,1,15,26,18,16,99110,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,240,1,30,105,6,1,5,5.480639
1079,1,1,13,25,12,12,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,625,0,39,104,1,0,6,6.437752
1080,1,1,8,24,7,10,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1025,0,34,,1,0,10,6.932448
1081,1,1,12,28,9,11,99110,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,503,0,38,109,1,1,10,6.22059
1089,1,1,16,28,8,8,370732,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,462,0,39,85,1,1,6,6.135565
1090,1,1,16,25,9,11,360396,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,476,0,36,114,1,1,3,6.165418
1091,1,1,15,26,8,13,370732,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,500,0,33,99,4,1,5,6.214608
1094,1,1,12,34,,,358351,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1000,0,42,,1,1,16,6.907755
1095,1,1,13,34,,,358351,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,663,0,46,90,1,1,15,6.496775
1097,1,1,15,34,12,12,358351,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,707,0,46,119,1,1,13,6.561031
1098,1,1,16,31,,,520447,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,928,0,42,120,1,1,9,6.833032
1099,1,1,12,24,,,360396,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,300,0,36,,1,1,6,5.703783
1100,1,1,15,27,18,12,370732,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,365,0,46,112,1,1,6,5.899898
1101,1,1,12,30,,,468402,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,645,0,,97,1,1,12,6.46925
1104,0,1,18,25,14,12,360396,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,462,0,30,107,1,1,1,6.135565
1105,0,1,18,33,8,12,358351,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1026,0,41,117,1,1,9,6.933423
1107,0,1,12,24,12,12,360396,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,525,0,34,,1,1,6,6.263398
1110,0,1,18,29,16,16,484311,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,375,0,41,125,6,1,5,5.926926
1111,0,1,18,34,18,16,358351,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1538,0,47,112,1,1,10,7.338238
1112,0,1,18,33,18,14,358351,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,923,0,46,106,5,1,9,6.827629
1113,0,1,13,26,8,12,370732,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,568,0,40,104,4,1,7,6.342122
1114,0,1,14,25,8,12,360396,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,600,0,23,89,6,1,5,6.39693
1115,0,1,15,27,17,12,370732,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,721,0,38,116,1,1,6,6.580639
1116,0,1,17,24,18,12,360396,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1116,1,46,,6,1,1,7.017506
1121,0,1,14,27,,8,370732,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,712,0,44,123,1,1,7,6.568078
1122,0,1,16,29,,8,484311,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,808,0,40,118,1,1,7,6.694562
1124,0,1,11,27,8,12,370732,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,925,0,31,106,1,1,10,6.829794
1126,0,1,9,25,,,360396,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,550,0,22,,4,1,10,6.309918
1127,0,1,12,26,,,358554,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,271,0,20,91,6,1,8,5.602119
1129,1,1,7,32,8,11,398168,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,833,0,22,,1,1,19,6.725034
1130,1,1,12,30,7,12,484311,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1200,0,29,103,1,1,12,7.090077
1131,1,1,14,33,6,8,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,581,0,40,114,1,0,13,6.364751
1132,1,1,17,34,12,8,141996,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,686,0,41,105,1,1,11,6.530878
1133,1,1,18,32,12,8,141996,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1000,0,34,84,1,1,8,6.907755
1134,1,1,13,24,9,8,96681,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,537,0,31,,6,1,5,6.285998
1135,1,1,12,28,,11,99110,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,690,1,32,89,1,0,10,6.536692
1139,1,1,12,28,12,16,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,500,0,36,81,6,1,10,6.214608
1141,0,1,13,33,3,12,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,750,0,36,118,1,1,14,6.620073
1142,0,1,17,29,8,16,484311,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,913,1,38,91,1,1,6,6.816736
1144,0,1,15,24,8,16,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,600,0,19,,6,1,3,6.39693
1145,0,1,16,24,12,12,348558,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,577,0,29,113,6,1,2,6.357842
1146,0,1,12,26,8,12,358554,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,601,0,38,121,1,1,8,6.398595
1147,0,1,12,31,6,12,468402,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,577,0,36,102,1,1,13,6.357842
1148,0,1,12,32,,6,346581,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,677,0,36,104,5,1,14,6.517671
1150,0,1,18,27,9,10,405452,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,473,0,31,106,1,1,3,6.159095
1152,0,1,14,24,8,12,720791,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,350,1,39,,1,1,4,5.857933
1153,0,1,15,32,9,12,716702,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,620,1,45,108,1,1,11,6.429719
1154,0,1,16,24,12,12,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,378,0,41,108,6,0,2,5.934894
1155,0,1,16,25,16,13,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,243,0,51,121,6,1,3,5.493062
1156,0,1,12,26,7,12,358554,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,750,0,,87,4,0,8,6.620073
1158,0,1,18,30,12,14,468402,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,441,0,35,107,1,1,6,6.089045
1159,0,1,14,29,12,14,468402,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,688,0,43,112,6,1,9,6.533789
1160,0,1,18,25,12,14,348558,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,501,0,29,116,1,1,1,6.216606
1161,0,1,12,29,12,12,520447,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,400,0,36,115,6,1,11,5.991465
1162,0,1,12,26,12,12,398393,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,981,0,39,107,1,1,8,6.888573
1163,1,1,14,30,12,12,484311,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,649,0,36,117,1,1,10,6.475433
1168,1,1,12,32,,,358351,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,625,0,36,110,1,1,14,6.437752
1169,1,1,16,28,12,11,99110,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,707,1,35,97,1,1,6,6.561031
1172,1,1,12,29,11,12,538123,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1043,0,42,96,4,1,11,6.949856
1173,1,1,12,27,8,8,370732,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,761,0,45,,1,1,9,6.634634
1177,1,1,13,25,14,12,360396,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,524,0,28,,1,1,6,6.261492
1179,1,1,13,27,6,6,99110,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,575,0,34,91,1,1,8,6.35437
1180,1,1,14,26,,6,99110,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,865,0,31,97,6,1,6,6.76273
1183,1,1,12,28,12,8,99110,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,713,0,38,90,1,1,10,6.569481
1184,1,1,16,27,7,8,370732,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,673,0,,112,1,1,5,6.511745
1185,1,1,12,25,7,8,360396,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,662,0,27,97,1,1,7,6.495265
1186,1,1,14,29,11,8,484311,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,543,0,45,120,1,1,9,6.297109
1187,1,1,13,25,12,12,360396,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,525,1,40,109,6,1,6,6.263398
1188,1,1,12,28,,8,370732,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,640,0,36,,1,1,10,6.461468
1189,1,1,12,26,,8,370732,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,297,0,26,,6,1,8,5.693732
1191,1,1,8,33,,,141996,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,947,0,37,,5,0,19,6.853299
1192,1,1,12,34,8,9,141996,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,500,0,40,99,1,1,16,6.214608
